Timestamp,AF3 Value,AF3 Quality,AF4 Value,AF4 Quality,F3 Value,F3 Quality,F4 Value,F4 Quality,F7 Value,F7 Quality,F8 Value,F8 Quality
2016-12-18 17:59:32.030000,-1604,6946,7454,0,2558,0,4370,0,-5590,0,2580,0
2016-12-18 17:59:32.038000,122,6946,720,0,5698,0,1260,0,7337,0,5984,0
2016-12-18 17:59:32.041000,1807,6946,5448,0,-7247,0,5876,0,-1947,0,6853,0
2016-12-18 17:59:32.047000,3879,6946,1698,0,-2372,0,-3191,0,-5229,0,1927,0
2016-12-18 17:59:32.054000,7661,6946,-2765,0,4271,0,-2986,0,-1735,0,-4028,0
2016-12-18 17:59:32.056000,-6264,6946,963,0,5869,0,8036,0,-5482,0,857,0
2016-12-18 17:59:32.062000,-1633,6946,6396,0,1870,0,7394,0,-4196,0,3423,0
2016-12-18 17:59:32.070000,-463,6946,2343,0,4519,0,-6628,0,-1803,0,156,0
2016-12-18 17:59:32.071000,-27,6946,-4693,0,-1994,0,-6014,0,3753,0,1002,0
2016-12-18 17:59:32.079000,-6559,6946,652,0,-5310,0,-5137,0,6302,0,-5723,0
2016-12-18 17:59:32.086000,-3960,6946,-7503,0,1425,0,-5310,0,79,0,-6390,0
2016-12-18 17:59:32.087000,-7501,6946,-3680,0,-6127,0,7009,0,-5536,0,-3010,0
2016-12-18 17:59:32.093000,-3901,6946,125,0,-6400,0,-7656,0,-5287,0,6586,0
2016-12-18 17:59:32.103000,2077,6946,-6108,0,-682,0,-2243,0,-5170,0,-8095,0
2016-12-18 17:59:32.106000,-3199,6946,-7373,0,1321,4425,-5142,0,-5026,0,-7112,0
2016-12-18 17:59:32.110000,-7087,6946,1532,0,-6468,4425,-904,0,-1686,0,-321,3464
2016-12-18 17:59:32.117000,4240,15728,3342,0,-7390,4425,-7795,0,3820,0,-7900,3464
2016-12-18 17:59:32.119000,-6106,15728,7557,0,1155,4425,-1558,0,2997,0,-1868,3464
2016-12-18 17:59:32.125000,5770,15728,-7296,0,6017,4425,-2715,0,-2145,0,-8134,3464
2016-12-18 17:59:32.133000,3689,15728,2606,0,-3620,4425,-1856,0,-28,0,-2405,3464
2016-12-18 17:59:32.134000,-6857,15728,-3320,0,6104,4425,4639,0,7128,0,-4219,3464
2016-12-18 17:59:32.142000,2090,15728,148,0,-7159,4425,180,0,-7582,0,3504,3464
2016-12-18 17:59:32.149000,-188,15728,2478,0,804,4425,4653,0,4825,0,1808,3464
2016-12-18 17:59:32.150000,4152,15728,-3515,0,-6259,4425,-244,0,-5729,0,3334,3464
2016-12-18 17:59:32.156000,-3630,15728,861,0,1882,4425,1416,0,349,0,-948,3464
2016-12-18 17:59:32.165000,6581,15728,-3776,0,3738,4425,3226,0,-1855,0,5862,3464
2016-12-18 17:59:32.166000,6011,15728,1381,0,-2715,4425,782,0,-3827,0,4578,3464
2016-12-18 17:59:32.174000,-502,15728,-1098,0,-2350,4425,-2232,0,231,0,7718,3464
2016-12-18 17:59:32.180000,7881,15728,5349,0,3285,4425,227,0,-8056,0,1391,3464
2016-12-18 17:59:32.184000,-5353,15728,5952,0,5266,4425,-6640,0,-4809,0,-492,3464
2016-12-18 17:59:32.188000,7200,15728,-7061,0,-5853,4425,8046,0,4835,0,-1237,3464
2016-12-18 17:59:32.196000,-3940,15728,-3717,0,2461,4425,3740,0,4197,0,212,3464
2016-12-18 17:59:32.197000,-4778,15728,3031,0,4095,4425,-6526,0,-4336,0,1348,3464
2016-12-18 17:59:32.205000,1279,15728,-7463,0,-4315,4425,-8072,0,2170,0,-6121,3464
2016-12-18 17:59:32.212000,7733,15728,-4321,0,282,4425,3926,0,-58,0,-1710,3464
2016-12-18 17:59:32.213000,4792,15728,4104,0,-272,4425,-1052,0,5043,0,6436,3464
2016-12-18 17:59:32.219000,-6242,15728,764,0,2240,4425,-7131,0,7412,0,-2516,3464
2016-12-18 17:59:32.228000,1339,15728,4260,0,-5850,4425,-6429,0,-2935,0,-7183,3464
2016-12-18 17:59:32.229000,-1265,15728,-4130,0,-3940,4425,1676,0,-4192,0,-5861,3464
2016-12-18 17:59:32.237000,-3165,15728,6386,0,3321,4425,-1950,0,-6913,0,4687,3464
2016-12-18 17:59:32.243000,-832,15728,4194,0,5159,4425,3542,0,6971,0,2326,3464
2016-12-18 17:59:32.246000,4383,15728,5632,0,-7334,4425,-6094,0,-3013,0,3945,3464
2016-12-18 17:59:32.250000,-1420,15728,5645,0,-1156,4425,-3689,0,-702,0,-4917,3464
2016-12-18 17:59:32.259000,6070,15728,2296,0,-1641,4425,2442,0,-2657,0,-5216,3464
2016-12-18 17:59:32.260000,3117,15728,-6691,0,2319,4425,614,15224,-7304,0,-8007,3464
2016-12-18 17:59:32.268000,-3882,15728,2250,0,5710,4425,7840,15224,1038,0,3059,3464
2016-12-18 17:59:32.275000,3247,15728,-2787,0,-4427,4425,202,15224,-1964,0,-3636,3464
2016-12-18 17:59:32.276000,2437,15728,4092,0,4044,4425,-1574,15224,-6019,0,8122,3464
2016-12-18 17:59:32.282000,6887,15728,1001,0,4996,4425,-2964,15224,3974,0,5548,3464
2016-12-18 17:59:32.291000,-1430,15728,-5664,0,-6014,4425,248,15224,1567,0,3475,3464
2016-12-18 17:59:32.292000,-3215,15728,874,0,-3928,4425,-2438,15224,-7615,0,-5781,3464
2016-12-18 17:59:32.299000,3433,15728,3320,0,5761,4425,-2929,15224,-1986,0,3844,3464
2016-12-18 17:59:32.306000,-2916,15728,1986,0,2605,4425,4675,15224,6354,0,-7394,3464
2016-12-18 17:59:32.309000,598,15728,2236,0,-6003,4425,-7419,15224,-5871,0,-5251,3464
2016-12-18 17:59:32.313000,8137,15728,-2941,0,6375,4425,5346,15224,-5552,0,3246,3464
2016-12-18 17:59:32.324000,7996,15728,-5130,0,-6542,4425,6442,15224,-192,0,-2914,3464
2016-12-18 17:59:32.326000,7048,15728,7196,0,-6882,4425,6693,15224,-3793,0,6058,3464
2016-12-18 17:59:32.331000,-4040,15728,-2244,0,6087,4425,878,15224,4888,0,-450,3464
2016-12-18 17:59:32.338000,-6570,15728,-5252,0,-27,4425,-4021,15224,-3366,0,6251,3464
2016-12-18 17:59:32.339000,158,15728,-5687,0,-6100,4425,-7780,15224,7345,0,-1174,3464
2016-12-18 17:59:32.345000,2947,15728,-2406,0,7413,4425,6412,15224,-6789,0,4310,3464
2016-12-18 17:59:32.354000,7338,15728,-1102,0,6292,4425,-419,15224,-732,0,-2628,3464
2016-12-18 17:59:32.356000,-6411,15728,2509,0,5627,4425,-3584,15224,-7603,0,-4222,3464
2016-12-18 17:59:32.363000,7703,15728,6397,0,-1091,4425,-8189,15224,285,0,7317,3464
2016-12-18 17:59:32.369000,-2198,15728,7137,0,2798,4425,6093,15224,3256,0,6744,3464
2016-12-18 17:59:32.372000,-1506,15728,-6474,0,6058,4425,-6518,15224,-3894,0,6406,3464
2016-12-18 17:59:32.376000,-752,15728,853,0,-1956,4425,-2137,15224,2868,0,6622,3464
2016-12-18 17:59:32.387000,7356,15728,5965,0,661,4425,-4087,15224,-5549,0,2131,3464
2016-12-18 17:59:32.390000,442,15728,-6443,0,2161,4425,-5313,15224,-2585,0,4484,3464
2016-12-18 17:59:32.394000,3730,15728,7333,0,6680,4425,-6230,15224,7725,0,-7727,3464
2016-12-18 17:59:32.401000,6431,15728,6829,0,734,4425,-5069,15224,-5787,0,-5437,3464
2016-12-18 17:59:32.402000,1496,15728,-4254,0,7859,4425,-6611,15224,-6144,0,-1612,3464
2016-12-18 17:59:32.408000,-7121,15728,7980,0,5267,4425,2668,15224,-6579,0,907,3464
2016-12-18 17:59:32.417000,4293,15728,-3591,0,-6222,4425,-7072,15224,-7930,0,-1429,3464
2016-12-18 17:59:32.418000,-7139,15728,1552,0,-5953,4425,2509,15224,-230,0,6074,3464
2016-12-18 17:59:32.427000,-619,15728,6976,0,-6939,4425,-3559,15224,-1907,0,-7809,3464
2016-12-18 17:59:32.433000,502,15728,7645,0,-5488,4425,350,15224,-7089,0,-2679,3464
2016-12-18 17:59:32.437000,2612,15728,2235,14527,-510,4425,-7157,15224,-6496,0,3959,3464
2016-12-18 17:59:32.441000,1635,15728,5012,14527,5092,4425,-7933,15224,-460,0,6880,3464
2016-12-18 17:59:32.449000,1554,15728,6606,14527,-4664,4425,7513,15224,-7093,0,-5242,3464
2016-12-18 17:59:32.451000,3759,15728,-6486,14527,-2643,4425,6633,15224,-3528,0,6188,3464
2016-12-18 17:59:32.458000,-2122,15728,6877,14527,1581,4425,6166,15224,-4321,0,4548,3464
2016-12-18 17:59:32.465000,-7006,15728,-7586,14527,-7753,4425,1278,15224,2918,0,-1940,3464
2016-12-18 17:59:32.467000,-4969,15728,7415,14527,4573,4425,2910,15224,7623,0,7011,3464
2016-12-18 17:59:32.472000,7545,15728,326,14527,3561,4425,4422,15224,4566,0,-7004,3464
2016-12-18 17:59:32.483000,-3552,15728,5672,14527,-1561,4425,3763,15224,1951,0,-5977,3464
2016-12-18 17:59:32.484000,-5754,15728,3008,14527,7689,4425,-6645,15224,2075,0,841,3464
2016-12-18 17:59:32.490000,-1437,15728,2909,14527,2557,4425,2030,15224,3404,0,5839,3464
2016-12-18 17:59:32.496000,1397,15728,-3300,14527,2229,4425,5043,15224,-4112,0,3373,3464
2016-12-18 17:59:32.499000,-897,15728,-5450,14527,-2871,4425,6965,15224,-3380,0,-1856,3464
2016-12-18 17:59:32.503000,7813,15728,6587,14527,-3424,4425,-6728,15224,2827,0,6328,3464
2016-12-18 17:59:32.514000,6,15728,-1754,14527,-5216,4425,126,15224,-983,0,-7112,3464
2016-12-18 17:59:32.515000,-1784,15728,4803,14527,-7222,4425,-6198,15224,5677,0,666,3464
2016-12-18 17:59:32.521000,-1919,15728,973,14527,-3694,4425,1943,15224,5198,0,2127,3464
2016-12-18 17:59:32.528000,5742,15728,-717,14527,4638,4425,147,15224,5334,0,-3375,3464
2016-12-18 17:59:32.531000,-8165,15728,-1188,14527,-5571,4425,5032,15224,-1662,0,6694,3464
2016-12-18 17:59:32.535000,4082,15728,-3051,14527,-6755,4425,-4564,15224,7550,0,7423,3464
2016-12-18 17:59:32.544000,-6884,15728,-916,14527,997,4425,-6882,15224,3716,0,-1402,3464
2016-12-18 17:59:32.545000,-5706,15728,2086,14527,2267,4425,3886,15224,-6926,0,3203,3464
2016-12-18 17:59:32.553000,-5485,15728,7994,14527,-6419,4425,-140,15224,4668,0,139,3464
2016-12-18 17:59:32.560000,6106,15728,1129,14527,-7170,4425,6472,15224,6571,0,5948,3464
2016-12-18 17:59:32.561000,-5209,15728,-2868,14527,-4944,4425,-6785,15224,-1042,0,-4327,3464
2016-12-18 17:59:32.567000,-3091,15728,605,14527,4600,4425,427,15224,-7967,0,-6529,3464
2016-12-18 17:59:32.575000,1766,15728,6128,14527,7662,4425,-6380,15224,-4957,0,6052,3464
2016-12-18 17:59:32.578000,-3155,15728,-2504,14527,-3148,4425,6863,15224,-4426,0,-315,3464
2016-12-18 17:59:32.584000,-5160,15728,7463,14527,-1166,4425,-2163,15224,-5262,0,4438,3464
2016-12-18 17:59:32.591000,-2000,15728,-6017,14527,924,4425,-2006,15224,3255,0,-8035,3464
2016-12-18 17:59:32.592000,-5,15728,3487,14527,-2697,4425,-3968,15224,-3168,0,-3458,3464
2016-12-18 17:59:32.598000,2522,15728,-6550,14527,-1022,4425,-5731,15224,6673,0,2588,3464
2016-12-18 17:59:32.607000,8110,15728,850,14527,3134,4425,134,15224,-2891,0,-180,3464
2016-12-18 17:59:32.611000,-6625,15728,-2682,14527,-2683,4425,-7982,15224,-627,0,-3354,3464
2016-12-18 17:59:32.616000,4766,15728,-6101,14527,-2675,4425,6083,15224,-2738,0,-3931,3464
2016-12-18 17:59:32.623000,-7194,15728,4065,14527,6070,4425,6707,15224,-3423,0,-5001,3464
2016-12-18 17:59:32.624000,2264,15728,-4783,14527,-5898,4425,6149,15224,3304,0,-4694,3464
2016-12-18 17:59:32.630000,3925,15728,5596,14527,-1056,4425,5229,15224,-4641,0,-3347,3464
2016-12-18 17:59:32.638000,-6963,15728,-7017,14527,322,4425,-2440,15224,-2356,0,3114,3464
2016-12-18 17:59:32.640000,-6744,15728,-2453,14527,41,4425,4129,15224,-6405,0,-1244,3464
2016-12-18 17:59:32.646000,3628,15728,3062,14527,4968,4425,-6986,15224,153,0,-2461,3464
2016-12-18 17:59:32.654000,3336,15728,6460,14527,5266,4425,6675,15224,8091,0,-864,3464
2016-12-18 17:59:32.655000,-5104,15728,343,14527,6525,4425,-5523,15224,-2570,0,7691,3464
2016-12-18 17:59:32.661000,-4604,15728,6649,14527,1184,4425,6605,15224,1510,0,-7888,3464
2016-12-18 17:59:32.670000,5869,15728,-3615,14527,-5361,4425,-5243,15224,5490,0,-6117,3464
2016-12-18 17:59:32.671000,-7370,15728,7937,14527,1725,4425,-1011,15224,7726,0,1532,3464
2016-12-18 17:59:32.678000,-4769,15728,7220,14527,-2451,4425,-1320,15224,7409,0,-7146,3464
2016-12-18 17:59:32.686000,7900,15728,-7691,14527,-1389,4425,-7223,15224,1270,9123,234,3464
2016-12-18 17:59:32.689000,7102,15728,-2485,14527,7349,4425,7869,15224,785,9123,-4792,3464
2016-12-18 17:59:32.693000,6345,15728,-5581,14527,8036,4425,2571,15224,4888,9123,7615,3464
2016-12-18 17:59:32.701000,-2484,15728,-4854,14527,2524,4425,7625,15224,-6607,9123,-4428,3464
2016-12-18 17:59:32.704000,1463,15728,4546,14527,-6719,4425,5125,15224,-6523,9123,-3905,3464
2016-12-18 17:59:32.710000,-3870,15728,5673,14527,-371,4425,3414,15224,45,9123,3730,3464
2016-12-18 17:59:32.717000,-906,15728,-3581,14527,-1276,4425,6105,15224,6914,9123,-7356,3464
2016-12-18 17:59:32.719000,5405,15728,7638,14527,-3162,4425,-566,15224,3987,9123,2986,3464
2016-12-18 17:59:32.724000,5805,15728,-7133,14527,-442,4425,5443,15224,-7127,9123,-3836,3464
2016-12-18 17:59:32.733000,7045,15728,3804,14527,4976,4425,-3293,15224,-7045,9123,5832,3464
2016-12-18 17:59:32.734000,-2358,15728,596,14527,2994,4425,2262,15224,-7576,9123,-3194,3464
2016-12-18 17:59:32.742000,3384,15728,-3066,14527,4093,4425,-4679,15224,6755,9123,-4560,3464
2016-12-18 17:59:32.749000,-1659,15728,6854,14527,661,4425,-3596,15224,3215,9123,1736,11301
2016-12-18 17:59:32.750000,5933,15728,-3494,14527,-598,4425,2609,15224,3035,9123,2113,11301
2016-12-18 17:59:32.756000,4299,15728,-3723,14527,-2951,4425,3821,15224,-2379,9123,1387,11301
2016-12-18 17:59:32.765000,-1533,15728,-910,14527,5799,4425,4448,15224,7203,9123,4946,11301
2016-12-18 17:59:32.768000,-131,15728,2207,14527,2695,4425,-3801,15224,4698,9123,6228,11301
2016-12-18 17:59:32.773000,6906,15728,-4697,14527,-4769,4425,-7975,15224,-5685,9123,7612,11301
2016-12-18 17:59:32.780000,-2252,15728,5073,14527,7700,4425,8110,15224,429,9123,-6391,11301
2016-12-18 17:59:32.781000,-6877,15728,-8093,14527,3790,4425,3083,15224,-6991,9123,8042,11301
2016-12-18 17:59:32.787000,-3331,15728,7065,14527,-2877,4425,7330,15224,-6842,9123,-1566,11301
2016-12-18 17:59:32.796000,3541,15728,193,14527,6181,4425,2722,15224,-1451,9123,-4003,11301
2016-12-18 17:59:32.797000,-5984,15728,5631,14527,-4671,4425,-4075,15224,-205,9123,-3529,11301
2016-12-18 17:59:32.805000,-2772,15728,-6422,14527,96,4425,127,15224,6704,9123,-2829,11301
2016-12-18 17:59:32.812000,3193,15728,-2519,14527,-2007,4425,5566,15224,6195,9123,-5654,11301
2016-12-18 17:59:32.813000,-4168,15728,8027,14527,-7119,4425,-3971,15224,7150,9123,1530,11301
2016-12-18 17:59:32.819000,-3006,15728,-2411,14527,-4198,4425,2111,15224,-5033,9123,-2529,11301
2016-12-18 17:59:32.827000,7438,15728,-3877,14527,6476,4425,304,15224,-3693,9123,-6547,11301
2016-12-18 17:59:32.830000,-6823,15728,7079,14527,1368,4425,7248,15224,-7086,9123,-1203,11301
2016-12-18 17:59:32.837000,-3027,15728,-4489,14527,-352,4425,7172,15224,4894,9123,-4986,11301
2016-12-18 17:59:32.843000,-2329,15728,-7313,14527,7311,4425,-5728,15224,-7534,9123,-8000,11301
2016-12-18 17:59:32.845000,-5668,15728,-6462,14527,-1423,4425,-3403,15224,-2259,9123,3537,11301
2016-12-18 17:59:32.850000,2821,15728,7011,14527,4799,4425,889,15224,-5004,9123,-3709,11301
2016-12-18 17:59:32.859000,-5422,15728,-2715,14527,-5047,4425,7978,15224,-218,9123,3073,11301
2016-12-18 17:59:32.860000,983,15728,-4730,14527,7385,4425,-6394,15224,-7366,2664,1330,11301
2016-12-18 17:59:32.868000,7335,15728,4547,14527,7367,4425,-7030,15224,-322,2664,-2762,11301
2016-12-18 17:59:32.875000,-7237,15728,4224,14527,-2093,4425,44,15224,-7547,2664,1686,11301
2016-12-18 17:59:32.879000,-5557,15728,772,14527,-7500,4425,4971,15224,-3368,2664,-134,11301
2016-12-18 17:59:32.883000,-5614,15728,4785,14527,-6855,4425,-3605,15224,4176,2664,5092,11301
2016-12-18 17:59:32.890000,3965,15728,-5531,8707,-7919,4425,-2842,15224,-610,2664,-2549,11301
2016-12-18 17:59:32.893000,-5392,15728,-1697,8707,-3285,4425,2869,15224,5348,2664,-6026,11301
2016-12-18 17:59:32.900000,-1218,15728,5221,8707,6524,4425,6094,15224,-5941,2664,8124,11301
2016-12-18 17:59:32.906000,-5629,15728,-1887,8707,5942,4425,-55,15224,-3131,2664,6598,11301
2016-12-18 17:59:32.908000,1319,15728,-401,8707,3849,4425,8122,15224,7354,2664,-7151,11301
2016-12-18 17:59:32.913000,6383,15728,1245,8707,-2568,4425,547,15224,-6190,2664,-310,11301
2016-12-18 17:59:32.922000,5109,15728,6480,8707,3795,4425,-1488,15224,-17,2664,5169,11301
2016-12-18 17:59:32.923000,366,15728,377,8707,-2588,4425,6166,15224,6535,2664,5374,11301
2016-12-18 17:59:32.931000,2856,15728,1639,8707,-7680,4425,5794,15224,-3661,2664,7339,11301
2016-12-18 17:59:32.938000,-2271,15728,3565,8707,1875,4425,1657,15224,-6080,2664,5964,11301
2016-12-18 17:59:32.939000,-5594,15728,-6695,8707,2120,4425,-2951,15224,5613,2664,-6761,11301
2016-12-18 17:59:32.945000,4600,15728,-4473,8707,1762,4425,6551,15224,-4208,2664,3978,11301
2016-12-18 17:59:32.954000,5826,15728,-256,8707,-6200,4425,7980,15224,3670,2664,5588,11301
2016-12-18 17:59:32.957000,-1359,15728,-6332,8707,-2570,4425,-5093,15224,3972,2664,1519,11301
2016-12-18 17:59:32.963000,-5676,15728,7939,8707,5490,4425,-6087,15224,-698,2664,3050,11301
2016-12-18 17:59:32.969000,2637,15728,-5950,8707,8032,4425,821,15224,304,2664,4124,11301
2016-12-18 17:59:32.971000,2528,15728,3736,8707,-753,4425,-316,15224,1636,2664,-7341,11301
2016-12-18 17:59:32.976000,2139,15728,1862,8707,-96,4425,1538,15224,-2174,2664,6192,11301
2016-12-18 17:59:32.987000,-3168,15728,-8159,8707,-639,4425,-5306,15224,-4474,2664,1818,11301
2016-12-18 17:59:32.988000,-2533,15728,-7610,8707,2769,4425,7924,15224,-6381,2664,544,11301
2016-12-18 17:59:32.994000,-2504,15728,817,8707,-7051,4425,-4834,15224,445,2664,-7070,11301
2016-12-18 17:59:33.001000,684,15728,-1440,8707,-768,4425,-7025,15224,3285,2664,-3906,11301
2016-12-18 17:59:33.002000,-3271,15728,-53,8707,5512,4425,632,15224,4246,2664,2120,11301
2016-12-18 17:59:33.008000,-1638,15728,-2317,8707,-472,4425,8130,15224,-6494,2664,6504,11301
2016-12-18 17:59:33.017000,-2573,15728,-7349,8707,-121,4425,3861,15224,-6312,2664,-6086,11301
2016-12-18 17:59:33.018000,-4557,15728,-4730,8707,-5026,4425,-6394,15224,-7619,2664,1330,11301
2016-12-18 17:59:33.025000,-5688,15728,569,8707,4287,4425,7441,15224,3003,2664,2722,11301
2016-12-18 17:59:33.031000,6609,15728,-6701,8707,-7494,4425,5081,15224,1523,2664,-2334,11301
2016-12-18 17:59:33.035000,956,15728,-3743,8707,-3876,4425,752,15224,-3878,2664,492,11301
2016-12-18 17:59:33.038000,-1863,15728,-3875,8707,1469,4425,500,15224,-4510,2664,1163,11301
2016-12-18 17:59:33.050000,3167,15728,4843,8707,-1844,4425,962,15224,-6740,2664,-3122,14275
2016-12-18 17:59:33.052000,737,15728,3937,8707,3594,4425,-183,15224,-1581,2664,6882,14275
2016-12-18 17:59:33.058000,6383,15728,-7128,8707,-5122,4425,6738,15224,-7885,2664,-2663,14275
2016-12-18 17:59:33.063000,-4745,15728,614,8707,-5726,4425,-1710,15224,4513,2664,-2789,14275
2016-12-18 17:59:33.067000,-5343,15728,7854,8707,47,4425,1636,15224,1782,2664,1413,14275
2016-12-18 17:59:33.071000,-5334,15728,709,8707,-3438,4425,-3526,15224,-7102,2664,1749,14275
2016-12-18 17:59:33.079000,7292,15728,-3355,8707,2799,4425,1613,15224,206,2664,-5890,14275
2016-12-18 17:59:33.081000,7292,15728,-3355,8707,2799,4425,1613,15224,206,2664,-5890,14275
2016-12-18 17:59:33.088000,7292,15728,-3355,8707,2799,4425,1613,15224,206,2664,-5890,14275
2016-12-18 17:59:33.094000,7292,15728,-3355,8707,2799,4425,1613,15224,206,2664,-5890,14275
2016-12-18 17:59:33.098000,7292,15728,-3355,8707,2799,4425,1613,15224,206,2664,-5890,14275
2016-12-18 17:59:33.102000,226,15728,6611,8707,-123,4425,6570,15224,-2385,2664,-4136,14275
2016-12-18 17:59:33.110000,-720,15728,3968,8707,7776,4425,-6311,15224,8050,2664,2746,14275
2016-12-18 17:59:33.113000,453,15728,5318,8707,6068,4425,1859,15224,2888,2664,-1393,14275
2016-12-18 17:59:33.119000,-6488,15728,5076,8707,192,4425,2229,15224,-1677,2664,-7951,14275
2016-12-18 17:59:33.127000,2818,15728,-5762,8707,2351,4425,-5451,15224,-3542,2664,-4985,14275
2016-12-18 17:59:33.128000,-7322,15728,-3680,8707,-7049,4425,449,15224,7533,2664,6835,14275
2016-12-18 17:59:33.134000,3294,15728,-7552,8707,712,4425,-4427,15224,2259,2664,2992,14275
2016-12-18 17:59:33.142000,-787,15728,-89,8707,-148,4425,7671,15224,5935,2664,-2638,14275
2016-12-18 17:59:33.143000,5445,15728,-7209,8707,-2129,4425,-4066,15224,-2536,2664,-325,14275
2016-12-18 17:59:33.151000,-7591,15728,-1984,8707,-4444,4425,6261,15224,-334,2664,-5320,14275
2016-12-18 17:59:33.158000,6983,15728,-7428,8707,2749,4425,4553,15224,-3788,2664,-8059,14275
